Place,Viewpoint,Entry Ticket (₹),Hotel Name,Budget Category,Hotel Cost Per Night (₹),Restaurant Name,Avg Bill (₹),Menu Dishes,Dish Prices (₹)
Ranthambore,Ranthambore Fort,150.0,Taj Sawai Ranthambhore,Luxury,2500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Padam Talao,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Trinetra Ganesh Temple,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Padam Talao,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Ranthambore Fort,150.0,Taj Sawai Ranthambhore,Luxury,2500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Malik Talao,200.0,Taj Sawai Ranthambhore,Luxury,2500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Trinetra Ganesh Temple,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Malik Talao,200.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Ranthambore Fort,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Ranthambore National Park (Safari points),150.0,Taj Sawai Ranthambhore,Luxury,2500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Malik Talao,200.0,Taj Sawai Ranthambhore,Luxury,2500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Malik Talao,200.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Ranthambore National Park (Safari points),150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Trinetra Ganesh Temple,150.0,Taj Sawai Ranthambhore,Luxury,2500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Ranthambore National Park (Safari points),150.0,Taj Sawai Ranthambhore,Luxury,2500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Raj Bagh Ruins,200.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Trinetra Ganesh Temple,150.0,Taj Sawai Ranthambhore,Luxury,2500,The Dining Room (The Oberoi Vanyavilas),500.0,"Momos, Upma, Thali","90, 280, 201"
Ranthambore,Ranthambore Fort,150.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Ranthambore,Raj Bagh Ruins,200.0,The Oberoi Vanyavilas Wildlife Resort,Mid-range,1500,Chaman Restaurant,333.0,"Fish Curry, Upma, Roti","225, 212, 248"
Kaziranga,Kohora Range,0.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Kaziranga National Park (Central,0.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Kaziranga National Park (Central,0.0,Borgos Resort,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Kaziranga National Park (Central,0.0,IORA - The Retreat,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Burapahar Range,200.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Burapahar Range,200.0,IORA - The Retreat,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Eastern Ranges),0.0,Borgos Resort,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Western,0.0,IORA - The Retreat,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Western,0.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Kohora Range,0.0,Borgos Resort,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Bagori Range,200.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Eastern Ranges),0.0,IORA - The Retreat,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Eastern Ranges),0.0,Borgos Resort,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
Kaziranga,Western,0.0,IORA - The Retreat,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Kaziranga National Park (Central,0.0,IORA - The Retreat,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Bagori Range,200.0,IORA - The Retreat,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Eastern Ranges),0.0,IORA - The Retreat,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Burapahar Range,200.0,Borgos Resort,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Burapahar Range,200.0,IORA - The Retreat,Luxury,2500,Wild Grass Lodge Restaurant,680.0,"Roti, Upma, Biryani","105, 107, 289"
Kaziranga,Bagori Range,200.0,IORA - The Retreat,Luxury,2500,Diphlu River Lodge Restaurant,390.0,"Fish Curry, Biryani, Paratha","194, 99, 238"
